Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
NKTR,3995.1109395334815,0.7766799274416497,0.12653056292946163,6.138279238310462,8.34201353083439e-10,8.667225465971575e-9
CLCN2,906.9587151633868,-0.5565798344828767,0.14353205033428884,-3.877739035891927,1.0543171997131855e-4,4.181675589353835e-4
FOXP1,1634.0530174408818,0.21616521379553616,0.12227309137253646,1.767888677459975,0.07707951603687506,0.14554018429937512
EIF4G1,31612.01997005171,-0.10913117154930427,0.09797144442461403,-1.113907957468947,0.2653186752783348,0.39109751022720046
SPCS1,2124.176222000607,0.5230504496776076,0.11162793614526643,4.685659053992888,2.790604824751833e-6,1.4937461278692854e-5
NEK4,1030.5936012071893,0.14100743329049134,0.13753871133624723,1.025219968404124,0.3052594082834937,0.4355051772270437
SLC4A3,81.41742329920218,-1.2986261514710074,0.41992876514389643,-3.0924915349059474,0.0019848389449379027,0.005981933401903773
INO80D,506.7336312832781,0.3957837152595959,0.18414643144824236,2.1492879994844643,0.031611577206247125,0.06856542117435402
EEF1B2,7951.059186840232,0.3931472135553053,0.09233976938991027,4.25761528486407,2.0661911657866437e-5,9.391993039536128e-5
DGUOK,2463.8694005898888,0.14541955138736684,0.11465046054084224,1.2683730244202869,0.20466477024090915,0.3200184917956774
MOB1A,6365.123053397961,0.682865836130758,0.09542115450555425,7.156335926442915,8.286194773882382e-13,1.5066153592988525e-11
KANSL3,5938.414664690415,-0.568598088426971,0.09686791983216353,-5.8698286224391145,4.362458435466665e-9,3.9532912932994356e-8
LMAN2L,1368.6126296740563,-0.08192565786687894,0.13117537205681815,-0.6245506041438413,0.5322660478716168,0.657304539152317
RTKN,550.7418714534335,-0.7002254411930915,0.18002926458458626,-3.889508979603105,1.0044725219335971e-4,3.9999602733637325e-4
TTL,3288.8500009070485,0.15899505304965486,0.10247843318127206,1.5514976967730534,0.12078245887650792,0.21014757624287947
IL1A,4.080122964243601,-0.932270282450476,1.8426324844477129,-0.5059447775500945,0.6128954168527425,NA
PIKFYVE,1860.157615044328,0.35629180170273445,0.11661140365340056,3.0553770089392494,0.0022477777318448194,0.006689744516154697
KCNIP3,6.837560912463786,0.05390860747322089,1.3414180977879047,0.04018777408931643,0.9679434246203436,NA
FAHD2A,1231.282645105232,-0.4079346345426317,0.1464352038300418,-2.785768885302307,0.005340093049244996,0.014443202219419615
NCL,19365.31868886489,0.4668219683744943,0.08676249309229482,5.380458211106334,7.4296484989382235e-08,5.399548716926004e-7
ACTR1B,3770.4309722854255,-0.371466001496494,0.11044777857158646,-3.363272727624207,7.702422869034614e-4,0.0025408141894780237
SLC35F5,1321.284555933024,0.4431868778468386,0.12768350170381676,3.470979977310496,5.185626649232001e-4,0.001781325555718017
ZAP70,50.971878041161915,-0.7427423852735813,0.5104399216920485,-1.4551024590934762,0.1456408985051917,0.2441901739419508
ACTR3,11117.247624495143,0.690735843745751,0.08703539109282188,7.936264030905452,2.083622122554484e-15,6.183903922768203e-14
STEAP3,1931.3214401849182,-0.5168677261535689,0.12057406439434563,-4.286723921515311,1.8132741507021554e-5,8.324290927674289e-5
EPB41L5,554.162429296262,0.27857922590128037,0.175875838216755,1.5839539343542484,0.1132042024087844,0.19911146199768368
TFCP2L1,15.14171472513327,-0.4196923340127473,0.9481457132745623,-0.4426453952560492,0.6580222443967108,0.7618094263846468
SF3B6,1876.356689134227,0.7017679607008632,0.1178945370835191,5.952506181043107,2.6406715842093593e-9,2.5014567893357265e-8
TP53I3,413.0325935533019,-0.5118226720071464,0.199995881422802,-2.5591660606506483,0.010492360768173292,0.02628385352663143
DNAJC27,124.64081154949247,0.2196671137926289,0.3318979005090778,0.6618514713581948,0.5080664153766787,0.6368873462531698
POMC,4.452346386377811,-3.0977595327079075,1.9711347749909556,-1.5715615045765308,0.11605228003872278,NA
STAM2,916.0437739212123,0.4932998486793212,0.14729620966551446,3.349032875995413,8.109417260986661e-4,0.0026604838023279935
OTOF,31.608981985072546,-0.04376778981381061,0.6397776726242295,-0.06841093662159953,0.9454585160626715,0.9658406480975685
GPD2,1246.3384384662886,0.6462685286313319,0.13155784004039459,4.912428848276138,8.995503163868696e-7,5.33151389010785e-6
CENPA,958.7409209496769,0.3275234854799418,0.15116907743547378,2.166603719730608,0.03026508352952904,0.06609252457971834
CYTIP,44.029409117055955,0.41609305251119955,0.5510549535085655,0.7550844972210777,0.4501982844006572,0.5826285319238071
ACVR1,1680.5499226816771,0.16002528706287647,0.12316561135909179,1.2992692140042204,0.19385155569577456,0.30632094216789524
TANC1,93.03822665736729,-0.6603247832223872,0.38306915972805916,-1.7237743275682955,0.0847485908754684,0.15711328401796687
SLC30A3,328.8618937937098,-0.6183393093727011,0.21965953391251292,-2.814989626714661,0.004877880837981829,0.013329249110670138
MPV17,2519.558800577816,-0.1604536571848011,0.1165609192479032,-1.3765647887826475,0.16864684350939102,0.2748036994566236
GTF3C2,4865.287635636999,-0.35459694370492817,0.11052019289023905,-3.2084358019270662,0.0013345910057711225,0.004180287259954696
EIF2B4,2866.5902943208475,-0.20925821231771924,0.10647139857027466,-1.9653936656012072,0.04936869207394081,0.1000423944813324
NRBP1,3862.5863950915546,-0.25748584043809863,0.10660502749522065,-2.415325491564104,0.01572115382542562,0.037463215218894105
FNDC4,563.2780878918218,-1.2305416142448702,0.18297811587208085,-6.72507533690606,1.7550161476169207e-11,2.4730905330684145e-10
ITGA4,9.145901795463795,0.5380617801546468,1.2225136640345042,0.44012741614596834,0.6598448262461674,NA
